,question_id,correctly_answered,incorrectly_answered,not_answered,avg_marks_correct,avg_marks_incorrect,avg_marks_na,f1,f2
1465,1466,43,227,17,40.0,23.6432,20.8305,0.00282736500805861,0.1313554585763345
1466,1467,86,187,22,35.1279,22.0481,20.519,0.005245128242462916,0.21235847385087972
1467,1468,172,115,14,32.3663,18.3217,19.5532,0.00990397897663234,0.3712967135594203
1468,1469,11,253,30,31.2727,26.1107,22.5876,0.000621246116667299,0.022886861179738486
1469,1470,45,168,47,31.4222,18.5714,19.9313,0.0025574886879313396,0.09074554602256137
1470,1471,92,175,19,39.6087,18.0286,22.5893,0.006010752923896904,0.2719238470478197
1471,1472,77,184,23,27.4545,23.163,22.0,0.0039041283255178793,0.1346341423148757
1472,1473,180,74,23,31.8556,14.0811,20.6341,0.010252636350181895,0.37530699109735166
1473,1474,107,187,26,35.8037,17.5508,23.0317,0.00659289676271786,0.2632007113843974
1474,1475,227,78,21,26.1498,18.6154,20.3051,0.011288958586063998,0.35330060658181694
1475,1476,101,130,49,33.6832,24.0385,22.0,0.00587062777006871,0.2338445707201412
1476,1477,117,118,32,28.1368,19.5339,23.6923,0.006127144493756093,0.20858983111244186
1477,1478,82,107,54,38.7073,20.5234,26.038,0.005299395572243953,0.2364949651785544
1478,1479,111,141,23,37.1261,19.156,24.4505,0.006958740229676466,0.2903056711299516
1479,1480,254,56,6,27.5433,14.1071,18.5135,0.01304338111786848,0.44499186892241616
1480,1481,305,8,2,28.0066,9.875,16.5,0.015934345829574193,0.5337225756104622
1481,1482,129,150,29,33.7752,20.9467,26.4592,0.007610175412080867,0.29586169053661404
1482,1483,166,102,28,29.9277,17.3235,17.1538,0.009020141484419724,0.320085125144828
1483,1484,151,84,46,33.9735,18.6548,20.1314,0.008974827372836284,0.35405430309329833
1484,1485,243,34,7,33.9712,22.8529,23.125,0.014217357845590558,0.5688531319848381
1485,1486,193,75,11,32.9223,17.88,21.3939,0.01120237318281888,0.43168307639435627
1486,1487,41,189,41,35.5854,25.2593,22.4563,0.002490954904659941,0.10408687545799539
1487,1488,77,111,50,33.8571,22.8378,22.6364,0.004540307324411265,0.1808185949889902
1488,1489,190,87,14,28.2526,12.5517,20.1176,0.009947722965418295,0.324672145558134
1489,1490,124,175,10,31.629,16.7829,15.6842,0.007073316420649345,0.26027329355521217
1490,1491,85,182,28,36.2353,23.9286,28.2907,0.005229983147978442,0.2229879410301813
1491,1492,79,140,37,35.9747,23.0429,24.4545,0.004870849888256634,0.20365066115773822
1492,1493,154,151,7,33.539,20.7351,19.4211,0.009044565053901929,0.3493761701812732
1493,1494,90,126,34,32.2667,19.0714,22.2377,0.0051813517161061855,0.18976427741061186
1494,1495,239,84,1,29.5732,17.2143,18.7857,0.012927431290116378,0.44818348635869487
1495,1496,130,120,30,39.9692,18.0667,19.989,0.008613086541463604,0.3813946369343986
1496,1497,17,275,8,30.5882,22.5491,15.9362,0.0009310785535755899,0.03463411445221369
1497,1498,99,130,38,27.0909,21.5154,22.14,0.005036305478524176,0.1652133774815878
1498,1499,97,208,3,29.5155,16.7067,15.4,0.005252369110290228,0.1785278408911587
1499,1500,160,142,2,31.4563,21.1549,20.5652,0.008960791775616143,0.34069897709062813
1500,1501,193,96,17,30.5907,14.1563,19.8235,0.01059863238317354,0.38203037039290294
1501,1502,211,70,12,29.9336,21.0,21.9667,0.011479652003808686,0.4107801232267968
1502,1503,238,56,1,29.5336,13.4643,16.4375,0.012812070379076413,0.4515808048508396
1503,1504,203,71,10,28.3005,15.0563,16.25,0.010638036356950799,0.3703476622424615
1504,1505,248,24,1,25.9234,9.375,13.2222,0.012287811817427897,0.37769882727811765
1505,1506,177,56,39,30.0169,14.0893,24.4435,0.009609462798083944,0.3504524956313775
1506,1507,201,66,16,33.0448,20.9545,19.6415,0.011717171372361848,0.4505605974984822
1507,1508,35,208,30,25.6,23.2692,22.451,0.0017099849981997398,0.05281506978203357
1508,1509,195,100,10,32.9897,17.95,21.1633,0.011335864305583629,0.4350455067299133
1509,1510,190,60,60,31.9474,9.5333,23.5659,0.010752805360134758,0.41677352448558747
1510,1511,103,185,9,34.5049,19.3838,17.2308,0.006168353030970472,0.24399873780386885
1511,1512,140,152,11,31.8357,21.6711,19.9714,0.007912885344531162,0.29686916304685956
1512,1513,148,70,40,30.3581,13.6857,19.36,0.008090648684411391,0.30441998718575364
1513,1514,232,31,18,28.1983,10.9677,23.8816,0.012108241832674461,0.4143939941338861
1514,1515,150,146,17,24.82,22.5753,17.9821,0.0072180629962205764,0.22166333630309606
1515,1516,205,104,10,30.8634,19.9904,20.2063,0.011342879804989178,0.4149146547855372
1516,1517,125,112,26,32.48,24.0089,23.8932,0.007200605119517374,0.27425735073680135
1517,1518,187,46,31,29.9358,13.8913,19.6739,0.010110680601117928,0.36434136573942383
1518,1519,245,43,12,31.6122,14.907,18.1154,0.01382202995625901,0.5097984894433595
1519,1520,50,256,12,39.96,24.0664,18.7963,0.0033560174312262402,0.14400587119512193
1520,1521,209,64,23,31.2057,11.7188,23.2344,0.011668555612614635,0.432363964841148
1521,1522,109,115,38,32.9817,15.6174,21.1379,0.006328088968995874,0.24206165922068412
1522,1523,237,90,18,30.9198,17.9667,17.7213,0.013102071376751411,0.4867852868384419
1523,1524,131,163,18,33.3664,22.1718,24.3889,0.0076145662261872795,0.3061083844485786
1524,1525,25,177,47,30.28,22.8757,26.2069,0.001334208336184065,0.051329309687327684
1525,1526,118,48,52,30.3136,10.6042,20.6012,0.006477732176204373,0.23017243971328147
1526,1527,79,186,12,36.7595,20.1774,22.0385,0.004957440856578051,0.2014018433491339
1527,1528,104,127,32,27.5769,17.2441,20.6216,0.005366020344257513,0.17410775524833835
1528,1529,174,97,27,31.6034,21.1753,22.4643,0.0097331250000174,0.3698301957276802
1529,1530,57,157,54,39.7368,19.1529,25.2042,0.0037841828082168867,0.1679000418795006
1530,1531,126,151,14,38.754,19.6556,21.6667,0.008080508828415787,0.3574334194208117
1531,1532,115,107,37,33.4609,16.2336,21.2261,0.006745720908091696,0.25827294527582906
1532,1533,159,107,17,30.8428,15.2617,19.7759,0.00875346168518244,0.32375636498885507
1533,1534,189,74,26,30.1534,7.0541,18.4778,0.010409198314324722,0.36330135323142715
1534,1535,142,62,52,30.6549,16.7097,23.1049,0.007812904772097886,0.29228396463893325
1535,1536,62,204,20,33.0645,24.1078,23.8382,0.003610819721189471,0.1394521123825481
1536,1537,123,80,43,33.5447,16.775,22.9921,0.007207409087244559,0.28363037674826974
1537,1538,84,213,13,36.4643,23.8122,20.0392,0.0051745699492229905,0.220173715182541
1538,1539,225,38,25,30.5022,5.6842,17.9286,0.012307379536264344,0.46064183017825366
1539,1540,270,28,1,32.4296,10.1429,15.2727,0.015504841577669903,0.5778152325553001
1540,1541,86,200,15,23.5465,24.12,20.6833,0.003987645333485541,0.11533432816796146
1541,1542,200,97,26,30.845,17.9897,20.2625,0.011060545859255583,0.41114862605789415
1542,1543,113,132,38,28.6372,21.6591,22.2171,0.005924945931104536,0.21272204032158118
1543,1544,180,89,17,25.1778,19.9551,22.0556,0.008690249448184893,0.27479753392921813
1544,1545,194,33,38,28.4485,10.8182,20.9609,0.010199981687807669,0.361754178406419
1545,1546,112,156,11,29.0,18.0962,17.7292,0.005991427516296969,0.20902158747998162
1546,1547,155,114,14,32.9484,14.807,17.2778,0.008986374124658471,0.3429663115324388
1547,1548,125,114,36,32.416,19.5789,24.1695,0.007245456955076911,0.26603739611656196
1548,1549,30,141,53,26.5667,21.234,26.5345,0.00151757890832641,0.05042317984158944
1549,1550,174,140,9,36.3506,20.4071,20.2982,0.01088573510234917,0.4350670915371412
1550,1551,234,71,3,32.0,11.0282,20.3684,0.013256056169449006,0.498841297912819
1551,1552,80,172,22,29.2625,14.9884,16.1975,0.004283514402175399,0.15157509960429263
1552,1553,215,58,31,32.3907,14.569,22.5326,0.012326090646334829,0.4723388277548149
1553,1554,23,252,30,22.1304,24.4008,21.9216,0.0010233131855856069,0.03149724040188478
1554,1555,74,108,56,36.0946,17.9444,24.6854,0.004545149770995814,0.1931331464825761
1555,1556,266,17,20,28.2143,4.7059,20.013,0.013877754794631698,0.4816839889487432
1556,1557,251,58,2,28.7928,9.6379,15.08,0.013284968313908047,0.4551493196941629
1557,1558,135,134,22,37.0667,24.9254,25.1266,0.008508770207366533,0.35440304189981753
1558,1559,226,34,29,28.3451,8.7353,20.6628,0.011850024435069948,0.42158319655298343
1559,1560,40,176,44,36.65,21.3977,30.3459,0.0024887241280233045,0.10559547076445028
1560,1561,236,64,8,24.3136,18.2031,19.9375,0.011131397045354945,0.34136956516025574
1561,1562,193,97,17,33.9326,20.0412,24.6835,0.011412098390701713,0.44417451798632557
1562,1563,153,126,22,33.6667,17.6349,21.8267,0.009060843503634147,0.34868302135891294
1563,1564,132,102,39,30.4621,16.9216,22.8173,0.007208288176766232,0.26227167073313656
1564,1565,96,174,11,36.9479,21.0805,21.4808,0.0059900979537283565,0.2523831703147962
1565,1566,147,121,12,34.8707,17.4876,20.0,0.008874040177177269,0.3499454448958911
1566,1567,167,104,28,31.7485,17.5481,23.22,0.009436295765766468,0.35074981024050517
1567,1568,77,175,31,29.9351,22.9486,19.1368,0.004173433761914379,0.15352941982254265
1568,1569,301,14,0,26.5947,6.5,16.4074,0.015049996678242642,0.49665503371390723
1569,1570,112,90,57,34.5357,15.5778,23.2645,0.006683908988660084,0.26952670704103426
1570,1571,171,89,27,36.4678,20.2921,22.2933,0.010563343018740469,0.43916002867413695
1571,1572,262,49,12,25.8397,13.0204,17.1731,0.012858114454300212,0.41352049511756606
1572,1573,218,58,12,25.4174,19.069,20.4348,0.010608708354785877,0.3309106272560974
1573,1574,39,185,45,28.1026,23.6324,23.9365,0.0020272296030186,0.07591851729530767
1574,1575,133,91,34,30.7143,13.7582,21.9394,0.00735617019181612,0.26712108851568556
1575,1576,92,149,27,32.7826,18.9463,21.0114,0.005268953922549734,0.21636743424337207
1576,1577,198,83,6,28.9949,10.7831,18.8254,0.010531739073736463,0.36837243652241813
1577,1578,201,66,21,37.2886,15.5455,20.6349,0.012810788149498252,0.5237271126461662
1578,1579,43,106,37,36.1628,21.3774,25.592,0.0026495413840648997,0.11128933279383495
1579,1580,159,116,9,30.6792,21.319,19.3962,0.008726538386030038,0.32653055539912984
1580,1581,137,158,3,32.4745,20.3544,18.6471,0.007824361346881071,0.3051730218623333
1581,1582,134,123,28,32.8433,20.1707,23.5789,0.007726597921458836,0.30115852134809246
1582,1583,139,167,19,32.518,23.2096,18.9355,0.00794713714686877,0.30144868669955077
1583,1584,151,157,9,32.3113,23.6306,21.5091,0.00869719886065832,0.3209827912724692
1584,1585,69,169,26,25.5652,23.574,17.8861,0.0033710651081660993,0.10645861759413462
1585,1586,136,132,14,32.8529,24.0379,23.1975,0.007745409341626893,0.3094338211611259
1586,1587,57,225,16,37.9649,23.0444,21.5692,0.0036572417712880155,0.15440492252080903
1587,1588,57,248,14,32.9474,23.7581,22.4118,0.00332535742122796,0.12368902854935998
1588,1589,83,176,26,27.7349,23.7159,23.0532,0.00426041255609854,0.14902663167864708
1589,1590,241,53,8,31.6556,16.6038,24.8776,0.013589533190992101,0.5057149560875381
1590,1591,145,88,16,26.731,14.9545,18.1471,0.007280112248739137,0.23917111905285182
1591,1592,130,111,23,29.7077,12.5135,17.163,0.007069775683909642,0.24874710235101227
1592,1593,120,156,23,26.0583,23.0192,21.386,0.005920724604979401,0.1921555806315412
1593,1594,16,160,51,35.4375,22.8,25.3459,0.0009434750173350734,0.040436103029923794
1594,1595,46,113,61,44.3043,21.8053,28.5612,0.0031743114979201495,0.16162752160801888
1595,1596,210,69,15,26.3381,11.0435,16.2879,0.010541841778727766,0.33547439272877616
1596,1597,168,105,30,37.4405,16.9905,23.0833,0.010704334949481543,0.4462382275319267
1597,1598,112,153,15,37.2143,20.3856,20.2623,0.007090392471573793,0.2968930995449423
1598,1599,272,42,6,28.1066,10.6905,19.8947,0.014231701446781478,0.4651286501944847
1599,1600,115,123,37,36.3913,20.3821,26.9688,0.007120088101543659,0.2983689588175645
1600,1601,29,145,50,29.8621,16.5931,22.3742,0.001575088537081974,0.06121247089390379
1601,1602,140,114,28,33.1214,15.6404,20.5826,0.00809204460396765,0.32349294095339914
1602,1603,195,88,11,32.2103,16.5682,18.2097,0.011109129184511951,0.4247227652413202
1603,1604,157,78,31,32.5287,17.2821,20.8214,0.009062822591475209,0.34829108291139277
1604,1605,180,119,10,38.3222,21.3025,21.8367,0.011618215472904281,0.492782085907926
1605,1606,238,98,4,27.8277,17.2347,17.8049,0.012261549056024312,0.42001909556564887
1606,1607,98,198,12,34.2245,21.6212,25.1228,0.005802812913161777,0.2402550176699942
1607,1608,27,145,50,25.4074,26.1931,24.7375,0.0013179190064907908,0.041881031445841745
1608,1609,31,242,18,39.7742,21.3347,20.2286,0.0020187940055034974,0.0910006791431139
1609,1610,194,142,17,36.1082,17.3592,16.5581,0.012097172839589899,0.4805562309282963
1610,1611,109,93,46,29.1835,17.2796,20.2365,0.005836078701559838,0.20361147072811236
1611,1612,216,43,30,32.1019,11.1395,18.2857,0.012292131011395285,0.46834095241409607
1612,1613,75,240,11,30.9467,23.0625,22.913,0.004180473259603378,0.1556331407307753
1613,1614,154,105,19,31.2792,24.4381,19.0779,0.008637351844879201,0.312653288117035
1614,1615,219,67,18,30.1644,14.4328,19.6866,0.011920476029682882,0.434495046447847
1615,1616,125,158,21,35.136,23.557,24.1884,0.007502613527555106,0.3112765990371209
1616,1617,245,65,2,21.4531,11.3538,11.7037,0.010672540531917352,0.3073532254423435
1617,1618,238,40,21,27.9118,12.15,18.7808,0.012365787999224947,0.416409013901436
1618,1619,174,118,28,33.8851,15.3559,18.6939,0.010337830878575066,0.4028974400384027
1619,1620,150,92,25,33.2133,19.0978,22.2,0.008716513139299793,0.3385939057960102
1620,1621,40,146,62,32.325,19.6849,23.2264,0.00223835443293176,0.08891542596296967
1621,1622,83,150,30,33.3253,20.5867,19.0632,0.004891649267492806,0.1845806190938095
1622,1623,95,78,61,29.8947,15.4359,21.94,0.005100802087137464,0.19386594396102055
1623,1624,179,85,32,27.4972,18.7882,21.0316,0.009191574910894597,0.3017221775662265
1624,1625,33,209,36,28.8182,24.3397,23.7477,0.0017473419164489939,0.06281514933379698
1625,1626,139,53,53,29.2806,7.3019,20.0988,0.007444974927110073,0.2595353261795436
1626,1627,237,84,6,34.0506,20.131,16.8571,0.01401708114054958,0.5544445931285616
1627,1628,118,175,24,31.9915,20.3486,17.6543,0.006657974669408298,0.2613442112173324
1628,1629,76,197,33,41.5132,26.7868,23.3882,0.005108356494874056,0.2372644439648487
1629,1630,132,135,15,33.4773,20.8741,20.527,0.007726131828948226,0.29899005117485195
1630,1631,140,145,27,31.0429,17.8966,19.2353,0.007768157767976219,0.2977527841805594
1631,1632,124,152,8,35.2177,24.9474,19.2273,0.007512040558868307,0.3022082209697814
1632,1633,144,148,26,36.3542,15.3919,18.0779,0.009049058327316074,0.3625958594673082
1633,1634,84,183,38,35.1548,20.1694,22.6449,0.005098443307548859,0.2092906256719029
1634,1635,94,185,24,30.5638,23.9351,23.8592,0.005136275309333755,0.18995267972067303
1635,1636,104,172,22,35.2885,22.2384,24.0253,0.006327966657644836,0.25357952464522987
1636,1637,138,96,29,33.5942,15.5208,18.9043,0.008151788988838865,0.30897436054373323
1637,1638,239,56,13,34.9582,16.375,20.3636,0.01441522788909517,0.5675249908317723
1638,1639,79,236,9,35.0,21.0297,17.3208,0.004774077330685133,0.19629321230032826
1639,1640,183,85,26,29.1202,13.1647,17.3814,0.009729965580219309,0.338419210596571
1640,1641,185,58,23,29.6216,10.3276,19.8171,0.009898550318766268,0.3613443658927847
1641,1642,160,117,23,35.1563,15.7179,23.8228,0.009685377805042703,0.38815130637034645
1642,1643,53,190,13,31.0755,22.0105,19.1978,0.0029433671044874305,0.11093132792046174
1643,1644,59,204,10,33.6102,23.8382,18.9574,0.0034809084705874254,0.13330523981015518
1644,1645,63,192,23,28.4444,30.125,24.4889,0.0033249920704573267,0.11903366326169466
1645,1646,173,114,12,30.896,18.7456,16.871,0.009596636920015977,0.35907104936430734
1646,1647,78,93,70,39.1538,13.7634,25.4368,0.005015528157248084,0.2306520766981115
1647,1648,48,129,66,29.9167,21.6822,24.4489,0.0026139670926640626,0.0934750430932134
1648,1649,66,214,21,39.9848,21.7383,22.0,0.004364626526418323,0.19444689043827118
1649,1650,89,171,27,37.7303,19.8772,20.3034,0.005622491447720816,0.24661616509580167
1650,1651,241,71,10,31.917,19.0845,21.0714,0.01369905085884698,0.5154209549830134
1651,1652,131,143,18,35.1221,20.0769,21.6667,0.007967487509959379,0.31810208919471156
1652,1653,128,102,13,32.625,19.9216,25.6923,0.0073869539377418,0.2823545891734394
1653,1654,153,90,38,35.3137,18.2333,26.8333,0.009304274594043961,0.37324145233692274
1654,1655,242,47,6,29.3843,10.2766,16.5,0.012990834366069922,0.45341431639814767
1655,1656,194,115,13,29.4897,23.1739,21.6739,0.01038090977292441,0.3698469368495154
1656,1657,174,91,10,30.9138,19.0879,19.2364,0.009609754578639043,0.3505503540863179
1657,1658,66,243,11,38.4394,21.2387,17.697,0.004273444865672342,0.18494149507580357
1658,1659,65,214,11,29.6308,21.4533,18.7609,0.003517903954492022,0.12926927072371638
1659,1660,246,59,5,26.622,8.2373,14.0313,0.012322251809300041,0.3951870842756901
1660,1661,194,117,27,26.634,16.7179,21.6854,0.009789956318626749,0.32143962291973277
1661,1662,160,136,15,31.0938,19.4191,21.5581,0.008994715827556924,0.3186920887311492
1662,1663,93,196,8,28.1505,19.2449,18.8,0.004865397654592962,0.1663520954573581
1663,1664,62,69,66,24.8226,19.0435,24.6238,0.0029712440979509824,0.09606681745278063
1664,1665,80,169,32,30.2,17.7811,19.1863,0.004378906899491575,0.15561634215195608
1665,1666,100,140,35,31.08,24.1714,21.9263,0.0056014682077328015,0.19999399844052637
1666,1667,198,68,12,33.9495,11.9118,21.9692,0.011746631595542142,0.4512920935914455
1667,1668,180,109,14,30.2278,19.2661,21.0625,0.00978997269454619,0.3526150912662364
1668,1669,51,163,44,24.8824,18.9693,17.5221,0.0024486971891346638,0.07723962790742951
1669,1670,67,222,17,31.6269,25.3243,22.0656,0.0037832492583828054,0.14186368085573933
1670,1671,151,143,18,30.1325,17.9231,21.8462,0.008304350479844652,0.28551975295631776
1671,1672,94,125,34,29.3511,17.4,22.0355,0.005033917318817003,0.18275863160069372
1672,1673,127,170,12,28.7165,16.5706,17.4038,0.006732257825262267,0.23713171920145437
1673,1674,56,158,52,33.3036,21.9557,24.1223,0.003217843945924571,0.13269418249960768
1674,1675,45,184,30,39.2444,18.538,24.7228,0.0029489471823592,0.12504628462239456
1675,1676,253,57,14,32.419,12.5965,16.9512,0.01446234197269816,0.5567700697814686
1676,1677,270,64,7,29.4074,16.1094,18.1429,0.01446487723903462,0.5034842290970708
1677,1678,90,196,27,38.4,21.602,23.0879,0.005821901487713695,0.25295134856586704
1678,1679,106,132,48,29.3962,23.1288,21.922,0.005690284874551665,0.1979198398988949
1679,1680,144,105,21,36.3264,18.3524,20.875,0.008896328674252017,0.36935680958118644
1680,1681,143,123,22,30.0909,17.2846,23.2593,0.007800287671839678,0.2787641437875545
1681,1682,212,85,12,35.533,24.5176,21.1569,0.012872903309495438,0.5295582804277899
1682,1683,72,212,18,42.7917,21.8443,25.1912,0.005008509928806606,0.23194186994003368
1683,1684,113,120,25,32.4513,26.3333,23.0,0.006367536557482565,0.24846573036505834
1684,1685,151,116,29,33.5762,19.0603,22.4857,0.00883693498962756,0.3513429207712377
1685,1686,115,73,63,36.8522,18.3973,25.9867,0.0072072869090837235,0.3034457620492927
1686,1687,137,112,31,37.3358,19.7946,25.4778,0.00860974700870552,0.3654899695694173
1687,1688,66,227,9,30.0,18.3524,18.0364,0.0035893158114321086,0.1311057484394467
1688,1689,209,80,9,28.3206,13.8875,17.2368,0.010974462733139683,0.37226721449944944
1689,1690,183,107,19,35.8415,20.8318,22.3086,0.011327662639692666,0.4523744925069571
1690,1691,93,110,59,36.0108,18.5182,25.5366,0.0056864676692441685,0.24577372229262018
1691,1692,216,85,32,31.5602,12.8,20.025,0.012093995397833065,0.4644805938262011
1692,1693,124,132,29,34.2419,18.4167,20.4194,0.007370320284838928,0.2933174871498764
1693,1694,132,106,45,31.4091,15.4151,23.0714,0.007401199543047586,0.2829220522849562
1694,1695,72,173,31,41.5417,23.6763,27.375,0.00490723518388268,0.2262152471729713
1695,1696,153,97,22,32.4575,16.433,21.7889,0.008821504131824887,0.32999841320744344
1696,1697,274,29,6,29.9854,9.5517,21.8,0.014900824574233177,0.5294650894292547
1697,1698,129,125,31,35.4419,18.576,18.3495,0.007917125996069514,0.31469370621839365
1698,1699,196,98,30,27.5714,15.4694,15.65,0.010099216789576001,0.3316294613287582
1699,1700,52,186,21,31.1538,22.1667,21.2283,0.00283212381636074,0.11021304982634614
1700,1701,115,154,11,34.313,18.6688,19.9531,0.006829870420798038,0.2720261555667182
1701,1702,61,217,27,41.0328,23.5945,22.0729,0.004053717295843583,0.1943738791801293
1702,1703,83,166,25,29.3735,19.9096,20.8687,0.004448186423356368,0.15884373062519894
1703,1704,106,154,25,38.5094,15.961,19.8718,0.006869249388546331,0.2928109866315694
1704,1705,61,117,64,34.8689,25.3162,27.1152,0.0036223296275617674,0.15155281151428207
1705,1706,80,113,44,29.95,17.1858,23.2357,0.004373448805321022,0.16027306379739115
1706,1707,43,188,20,32.2093,16.7074,19.0297,0.0024243473227739884,0.09573378297511706
1707,1708,204,52,33,31.6078,19.9423,23.7664,0.011592815285093006,0.42415515042927043
1708,1709,22,221,35,35.4091,18.543,20.4576,0.0013437946938940483,0.05439404891980517
1709,1710,69,157,47,34.6812,19.5605,22.7591,0.0040927854591603025,0.17377891317467783
1710,1711,123,173,10,38.5935,21.104,24.8654,0.007963696132100444,0.3403917631333502
1711,1712,51,153,51,40.1961,20.0588,26.4038,0.003343557976232311,0.15240136161162093
1712,1713,133,103,38,38.4361,19.068,25.521,0.008531652869981261,0.37442578302175267
1713,1714,142,144,19,26.331,21.2847,23.4028,0.007084925269194193,0.22792796672398274
1714,1715,56,249,16,34.3571,25.3092,23.7015,0.0033609978447129854,0.12998066177114695
1715,1716,51,184,39,28.4314,22.587,20.5789,0.002660171728045027,0.09519273837044039
1716,1717,135,97,34,33.4074,15.9175,22.7184,0.007919793055521542,0.31091813118777645
1717,1718,149,102,36,33.6913,21.2941,25.2764,0.008763938098003934,0.3438444690662397
1718,1719,184,78,7,27.837,17.9872,24.6333,0.00953823237927322,0.3173267585011235
1719,1720,256,87,6,31.2305,16.4483,15.1818,0.014410636188886057,0.5213324456566524
1720,1721,199,78,18,32.0,19.1154,20.7313,0.011284832698109289,0.4248339799011353
1721,1722,131,144,13,34.8702,21.5069,19.9516,0.007873049707756818,0.31658462520487807
1722,1723,96,149,20,29.7708,19.7584,18.9143,0.005170524696887098,0.19033106463796318
1723,1724,174,110,12,35.1322,19.3636,24.169,0.010572840834543037,0.42488898016681836
1724,1725,71,111,68,37.8592,20.0721,28.6839,0.004464461866921799,0.19737129629334219
1725,1726,59,152,27,33.7797,24.9276,26.0506,0.003410672150810304,0.14302622723804917
1726,1727,160,84,20,30.4063,21.381,21.2424,0.008758819268608733,0.3215593515853116
1727,1728,73,262,4,38.1507,21.5115,20.7097,0.004655945776239261,0.19998449770646318
1728,1729,114,130,9,39.2456,17.7,21.6111,0.007468915069552174,0.32332101884592274
1729,1730,110,201,10,36.8818,20.6716,21.9836,0.006827843349369427,0.2980693857480081
1730,1731,162,50,39,30.7654,17.34,24.0769,0.008948338106362357,0.33130834675844767
1731,1732,43,103,71,27.3953,19.6117,24.8547,0.002170087616577823,0.07605866355366385
1732,1733,70,195,31,40.2286,24.8872,25.3178,0.004613130793945755,0.21758012556624423
1733,1734,92,136,32,33.5435,18.5809,18.0549,0.005373599599516124,0.21304747158441972
1734,1735,148,136,22,25.7635,15.1912,15.5301,0.007273709173131262,0.22964805831943144
1735,1736,115,147,8,36.2783,16.6667,22.2321,0.007120871025543687,0.29359598924789926
1736,1737,123,213,5,33.9431,23.6056,17.8205,0.007216786818074194,0.29295352811191805
1737,1738,196,60,31,36.3367,18.05,21.97,0.012257723942312945,0.49958081645082586
1738,1739,61,150,57,44.9016,23.98,24.3049,0.004387757344564711,0.21068088863951792
1739,1740,34,74,95,42.2353,13.7703,29.4225,0.0022674379592318348,0.11108237590397006
1740,1741,137,106,37,35.0511,14.6792,21.7807,0.00829512839081941,0.334855911161484
1741,1742,45,126,36,38.4222,22.8413,25.8783,0.002875092447197907,0.1307965455377294
1742,1743,101,79,55,32.8713,15.1646,21.9704,0.005866936594195555,0.22810990944977708
1743,1744,241,88,10,30.9129,16.75,18.9574,0.013435210570302022,0.4808625788977442
1744,1745,126,185,4,27.6984,19.0486,18.8,0.006547439099670006,0.20824298769049954
1745,1746,231,56,7,29.381,12.75,16.0,0.01235213914847604,0.4267087237588451
1746,1747,148,110,26,31.3986,21.1545,23.5976,0.00827567091569097,0.30614251527474245
1747,1748,22,251,15,17.9545,27.8765,21.7742,0.0008599200464760211,0.018280921619709657
1748,1749,245,34,12,26.5469,11.2353,18.2105,0.012283025067807428,0.4067044801073708
1749,1750,72,151,39,39.9028,20.2715,26.1466,0.004733141968831664,0.2147692821248075
1750,1751,51,200,17,29.6471,21.78,20.2368,0.002729390737990757,0.10038835852191709
1751,1752,132,114,32,34.553,18.8509,30.0168,0.00791041439528521,0.3143514915607021
1752,1753,152,75,40,31.4408,12.6933,22.0684,0.008487299496152985,0.32472922108048446
1753,1754,62,229,15,39.6935,23.2533,24.5846,0.004038188035871014,0.1824102535899853
1754,1755,79,154,35,34.9114,18.3506,17.6667,0.004776640821567295,0.19032873837683417
1755,1756,64,222,9,34.5313,23.3423,21.7857,0.003834746053015731,0.15242853842719475
1756,1757,48,108,53,36.3542,16.9537,26.8166,0.002927719186329268,0.12793311905180274
1757,1758,48,178,38,41.6458,21.0281,23.7522,0.0032618346164040566,0.15136625461211733
1758,1759,158,96,48,29.0063,12.5104,21.9403,0.008440555638692981,0.29758048217232097
1759,1760,127,104,36,36.7638,18.9808,20.9903,0.007967986437503082,0.3318423188322675
1760,1761,163,126,17,32.773,17.7302,22.2273,0.009451635234794836,0.363428075495566
1761,1762,173,103,6,32.1676,17.3107,21.45,0.009943365794571068,0.35911779125616405
1762,1763,115,151,15,30.1826,19.8212,20.3553,0.006196962531826563,0.23515674186967997
1763,1764,56,120,45,38.3929,20.85,26.5658,0.003569980492365087,0.16170919572417497
1764,1765,122,126,38,37.4262,20.0317,23.8365,0.007730655880434112,0.3240896435308237
1765,1766,87,139,17,38.1609,18.5683,21.3377,0.0055814037993479155,0.2396735246265176
1766,1767,31,220,29,25.9032,21.0364,23.6,0.001532278413380492,0.05194745664921569
1767,1768,28,130,71,35.25,29.2385,30.0311,0.0016572614525019469,0.0722797867484337
1768,1769,67,58,51,27.6269,23.5862,24.2681,0.0034575351080357113,0.12137858195645132
1769,1770,254,77,2,26.9961,15.3766,15.76,0.012902529266525211,0.40865437108352376
1770,1771,143,159,12,28.5944,17.8742,16.3261,0.007440297748887809,0.27861444998020213
1771,1772,153,82,49,36.3399,19.3537,23.8739,0.009482647728862401,0.39633217361908685
1772,1773,163,86,30,32.2761,19.0465,22.4333,0.009334222370440412,0.3512695362410118
1773,1774,34,260,9,36.3529,20.9115,18.2836,0.0021307126398442252,0.08778117322999318
1774,1775,107,152,33,37.8411,28.125,25.1613,0.006805190569575777,0.2903611176876891
1775,1776,123,121,39,37.0569,20.2645,22.4016,0.0077522206420554745,0.3217906810931183
